,isbn,variable,value
2658,9781616954239,genre_2,christmas stories
2659,9780316225939,genre_2,
2660,9780062127181,genre_2,
2661,9781605986586,genre_2,
2662,9780547628400,genre_2,
2663,9780062068514,genre_2,historical fiction
2664,9780393245622,genre_2,
2665,9780802123213,genre_2,
2666,9780143126478,genre_2,war stories
2667,9780062365583,genre_2,
2668,9780062225061,genre_2,
2669,9781250057150,genre_2,
2670,9781476764023,genre_2,
2671,9781616149987,genre_2,
2672,9781250035608,genre_2,
2673,9780345544926,genre_2,
2674,9781455553617,genre_2,
2675,9780307700315,genre_2,
2676,9781439187036,genre_2,
2677,9781250046369,genre_2,
2678,9780393240238,genre_2,
2679,9780670026326,genre_2,
2680,9780385536998,genre_2,
2681,9780061957956,genre_2,
2682,9781594745263,genre_2,
2683,9781402258732,genre_2,
2684,9780385353304,genre_2,
2685,9780385539708,genre_2,
2686,9780062223197,genre_2,
2687,9781594633119,genre_2,
2688,9781400067244,genre_2,
2689,9780062306814,genre_2,
2690,9781476749785,genre_2,
2691,9780670015672,genre_2,
2692,9781402294457,genre_2,
2693,9780399167065,genre_2,
2694,9780062106070,genre_2,
2695,9780765375865,genre_2,
2696,9780062237194,genre_2,
2697,9780062259301,genre_2,
2698,9780385534833,genre_2,
2699,9780393243024,genre_2,
2700,9780062290366,genre_2,young adult fiction
2701,9780316250818,genre_2,
2702,9780670014736,genre_2,
2703,9781594205194,genre_2,
2704,9780525426585,genre_2,
2705,9781616148850,genre_2,
2706,9781250049377,genre_2,
2707,9781594746857,genre_2,
2708,9780062132529,genre_2,
2709,9780446578936,genre_2,
2710,9780062309662,genre_2,
2711,9780316099752,genre_2,
2712,9780804138819,genre_2,
2713,9780345537263,genre_2,
2714,9781476764580,genre_2,
2715,9780812993271,genre_2,
2716,9780812992892,genre_2,
2717,9780393089578,genre_2,
2718,9780804138567,genre_2,
2719,9781476746586,genre_2,
2720,9781250045638,genre_2,
2721,9781455574032,genre_2,
2722,9780385741262,genre_2,
2723,9780062259653,genre_2,
2724,9780062331151,genre_2,fiction
2725,9781400069620,genre_2,
2726,9781402282485,genre_2,history
2727,9781451655094,genre_2,
2728,9781250043368,genre_2,domestic fiction
2729,9780316324687,genre_2,
2730,9780062205742,genre_2,
2731,9780307377937,genre_2,
2732,9781476733807,genre_2,
2733,9780802122643,genre_2,
2734,9780393060058,genre_2,
2735,9780451419484,genre_2,ghost stories
2736,9780316243391,genre_2,
2737,9781616203214,genre_2,
2738,9781451627930,genre_2,
2739,9780547792774,genre_2,
2740,9780761178972,genre_2,
2741,9780802122346,genre_2,
2742,9780399165528,genre_2,
2743,9781250041197,genre_2,
2744,9780812995206,genre_2,
2745,9780062014559,genre_2,
2746,9780385348454,genre_2,
2747,9780804137447,genre_2,legal stories
2748,9780062291400,genre_2,
2749,9780345539786,genre_2,
2750,9780062088253,genre_2,
2751,9780307379979,genre_2,
2752,9780385537629,genre_2,
2753,9780062083395,genre_2,
2754,9780385533508,genre_2,
2755,9780385538497,genre_2,
2756,9780062285539,genre_2,
2757,9780804139021,genre_2,
2758,9781250019806,genre_2,
2759,9780385344050,genre_2,
2760,9781612192642,genre_2,
2761,9780770436858,genre_2,
2762,9780062196248,genre_2,
2763,9780062279972,genre_2,
2764,9780393240825,genre_2,mystery fiction
2765,9780062236739,genre_2,
2766,9780679643753,genre_2,
2767,9780307958846,genre_2,war stories
2768,9780143124733,genre_2,
2769,9781476705996,genre_2,
2770,9780553808032,genre_2,
2771,9781250039569,genre_2,
2772,9780062068545,genre_2,
2773,9780765332066,genre_2,
2774,9780307452955,genre_2,
2775,9780143121558,genre_2,
2776,9780307269874,genre_2,
2777,9780062136589,genre_2,
2778,9780385530903,genre_2,
2779,9780871403766,genre_2,
2780,9780316218955,genre_2,
2781,9780062105653,genre_2,
2782,9781616953041,genre_2,
2783,9781250028969,genre_2,
2784,9781476711959,genre_2,ghost stories
2785,9780312606848,genre_2,
2786,9780062107312,genre_2,
2787,9781402284281,genre_2,
2788,9780385351232,genre_2,
2789,9780812995862,genre_2,
2790,9780062069184,genre_2,
2791,9780307265746,genre_2,
2792,9780061941023,genre_2,
2793,9780807001813,genre_2,
2794,9780811221665,genre_2,
2795,9781612193496,genre_2,
2796,9781476729084,genre_2,
2797,9780316055437,genre_2,
2798,9781594486432,genre_2,
2799,9780307718969,genre_2,
2800,9780345522023,genre_2,
2801,9780316243919,genre_2,
2802,9781451645606,genre_2,
2803,9780778315339,genre_2,
2804,9780312655471,genre_2,
2805,9781400067886,genre_2,
2806,9781250030955,genre_2,
2807,9780060779634,genre_2,
2808,9780063050006,genre_3,
2809,9780440001584,genre_3,
2810,9780593100585,genre_3,
2811,9781250767943,genre_3,
2812,9781250268822,genre_3,
2813,9780358197058,genre_3,
2814,9781616207014,genre_3,
2815,9780062941275,genre_3,
2816,9781524796402,genre_3,
2817,9780778311010,genre_3,
2818,9780062943477,genre_3,
2819,9780525539766,genre_3,
2820,9781250249258,genre_3,
2821,9780062980038,genre_3,
2822,9781250759665,genre_3,
2823,9781250241702,genre_3,
2824,9781250174666,genre_3,
2825,9780593099940,genre_3,
2826,9781250178602,genre_3,
2827,9781250232427,genre_3,
2828,9781982134198,genre_3,
2829,9780063005631,genre_3,
2830,9781335912794,genre_3,
2831,9780451492180,genre_3,
2832,9780062878151,genre_3,
2833,9780778311027,genre_3,
2834,9780593158807,genre_3,
2835,9780593099483,genre_3,
2836,9781984881663,genre_3,
2837,9780399182280,genre_3,
2838,9781250245496,genre_3,
2839,9781982151591,genre_3,
2840,9781250213594,genre_3,
2841,9781635575422,genre_3,
2842,9781951142247,genre_3,
2843,9781250772800,genre_3,
2844,9780593201602,genre_3,
2845,9780593200124,genre_3,
2846,9781683691686,genre_3,
2847,9781250273017,genre_3,
2848,9781492682721,genre_3,
2849,9780062457400,genre_3,
2850,9781984804785,genre_3,
2851,9780062933966,genre_3,
2852,9780593191200,genre_3,
2853,9781525810008,genre_3,
2854,9780063016408,genre_3,
2855,9781728215693,genre_3,
2856,9780525520351,genre_3,
2857,9781250624161,genre_3,
2858,9780778389330,genre_3,
2859,9780593101902,genre_3,
2860,9781250269546,genre_3,
2861,9780063000803,genre_3,
2862,9781594487330,genre_3,
2863,9780062955456,genre_3,
2864,9780593230954,genre_3,
2865,9781335430991,genre_3,
2866,9780062662620,genre_3,
2867,9780593198629,genre_3,
2868,9780593198124,genre_3,
2869,9781984803160,genre_3,
2870,9781641292696,genre_3,
2871,9781982100599,genre_3,
2872,9781984806130,genre_3,
2873,9780062667632,genre_3,
2874,9781250767028,genre_3,
2875,9780063005549,genre_3,
2876,9780062942852,genre_3,
2877,9780593133842,genre_3,
2878,9780735224650,genre_3,
2879,9780316422048,genre_3,
2880,9781982108847,genre_3,
2881,9781982137335,genre_3,
2882,9780593132852,genre_3,
2883,9781982123949,genre_3,
2884,9780062881922,genre_3,
2885,9781534437678,genre_3,
2886,9780765387561,genre_3,
2887,9780778310150,genre_3,
2888,9781501160837,genre_3,
2889,9780062872937,genre_3,
2890,9780593199305,genre_3,
2891,9781635575637,genre_3,
2892,9780062982650,genre_3,
2893,9780593101605,genre_3,
2894,9781984805409,genre_3,
2895,9781984805706,genre_3,
2896,9780525658184,genre_3,
2897,9780525559474,genre_3,
2898,9780062969651,genre_3,
2899,9780593128480,genre_3,
2900,9780062968500,genre_3,
2901,9781984818355,genre_3,
2902,9781250198709,genre_3,
2903,9781501188817,genre_3,
2904,9780062878366,genre_3,
2905,9780062890078,genre_3,
2906,9780062959928,genre_3,
2907,9781524744618,genre_3,
2908,9781250219688,genre_3,
2909,9781524733452,genre_3,
2910,9780062356345,genre_3,
2911,9781984803276,genre_3,
2912,9781250313225,genre_3,
2913,9781250769862,genre_3,
2914,9780062858108,genre_3,
2915,9780593230251,genre_3,
2916,9780451464415,genre_3,
2917,9781250142894,genre_3,
2918,9781250219367,genre_3,
2919,9781538715918,genre_3,
2920,9781984821348,genre_3,psychological fiction
2921,9780802149121,genre_3,
2922,9781728206141,genre_3,
2923,9781982136451,genre_3,
2924,9780593156858,genre_3,
2925,9780525510444,genre_3,
2926,9780062679161,genre_3,psychological fiction
2927,9780062248572,genre_3,
2928,9780062914095,genre_3,
2929,9780525536291,genre_3,
2930,9781984826787,genre_3,
2931,9780062678164,genre_3,
2932,9781728215723,genre_3,
2933,9780062868930,genre_3,
2934,9780399178955,genre_3,
2935,9780593100813,genre_3,
2936,9780062941237,genre_3,
2937,9781501165429,genre_3,
2938,9780525620785,genre_3,
2939,9781250151360,genre_3,
2940,9780062973054,genre_3,
2941,9781538716625,genre_3,
2942,9781524745172,genre_3,
2943,9781984803627,genre_3,
2944,9780062967282,genre_3,
2945,9780062839077,genre_3,
2946,9781984806239,genre_3,
2947,9781984806734,genre_3,
2948,9781250248732,genre_3,
2949,9780062367686,genre_3,
2950,9780399590917,genre_3,
2951,9781594634697,genre_3,
2952,9781501133510,genre_3,
2953,9781250229861,genre_3,
2954,9780593102527,genre_3,
2955,9780451491756,genre_3,
2956,9781683691433,genre_3,
2957,9781250154224,genre_3,
2958,9780593085424,genre_3,
2959,9781538715642,genre_3,
2960,9781250149442,genre_3,
2961,9780525429760,genre_3,
2962,9780062878137,genre_3,
2963,9780358164081,genre_3,
2964,9781984819888,genre_3,
2965,9781984806116,genre_3,
2966,9780385544801,genre_3,
2967,9781250237279,genre_3,
2968,9780593098660,genre_3,
2969,9781982145217,genre_3,
2970,9780062958501,genre_3,
2971,9780451490742,genre_3,
2972,9780062941503,genre_3,
2973,9781982137441,genre_3,
2974,9780593135235,genre_3,
2975,9780525521143,genre_3,
2976,9780062838209,genre_3,
2977,9780593100066,genre_3,
2978,9780062914804,genre_3,
2979,9781942658702,genre_3,
2980,9780778369110,genre_3,
2981,9780385348713,genre_3,
2982,9780451492074,genre_3,
2983,9781250236609,genre_3,
2984,9781984878618,genre_3,
2985,9781250207203,genre_3,
2986,9781250219596,genre_3,
2987,9780062909879,genre_3,
2988,9780440000174,genre_3,
2989,9781984820150,genre_3,
2990,9781525836268,genre_3,
2991,9780062872852,genre_3,romance fiction
2992,9780062931092,genre_3,historical fiction
2993,9781492666905,genre_3,
2994,9781250087331,genre_3,
2995,9780062938558,genre_3,fantasy fiction
2996,9781250209764,genre_3,
2997,9781984805171,genre_3,
2998,9781982126766,genre_3,
2999,9780525540670,genre_3,
3000,9781984854780,genre_3,
3001,9781984806468,genre_3,
3002,9781525805981,genre_3,
3003,9780062913722,genre_3,
